feeder,substation,voltage,summerrating,peakampscurr,pctratingcurr,peakampslast,pctratinglast,loadcurvehist,loadcurvefor,amp_rating_bin
36_01_6873,68 ELMWOOD,"4,16",300,244,81.33,244,81.33,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_6873.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_6873.csv,201-300
36_01_7461,74 MILITARY,"4,16",400,318,79.5,"323,6",80.9,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7461.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7461.csv,301-400
36_01_7462,74 MILITARY,"4,16",400,239,59.75,"252,55",63.14,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7462.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7462.csv,301-400
36_01_7463,74 MILITARY,"4,16",400,"226,67",56.67,"226,75",56.69,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7463.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7463.csv,301-400
36_01_7464,74 MILITARY,"4,16",400,"137,33",34.33,135,33.75,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7464.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7464.csv,301-400
36_01_7465,74 MILITARY,"4,16",400,"143,33",35.83,"154,74",38.69,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7465.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7465.csv,301-400
36_01_7466,74 MILITARY,"4,16",400,"96,67",24.17,"96,29",24.07,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7466.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7466.csv,301-400
36_01_7761,77 EAST AVE,"4,16",486,100,20.58,"106,67",21.95,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7761.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7761.csv,401-500
36_01_7763,77 EAST AVE,"4,16",486,121,24.9,"114,33",23.52,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7763.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7763.csv,401-500
36_01_7764,77 EAST AVE,"4,16",486,"52,67",10.84,"51,24",10.54,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7764.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7764.csv,401-500
36_01_7765,77 EAST AVE,"4,16",486,256,52.67,"229,89",47.3,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7765.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7765.csv,401-500
36_01_7766,77 EAST AVE,"4,16",486,"157,33",32.37,"200,57",41.27,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7766.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7766.csv,401-500
36_01_7861,78 FASSETT ST.,"4,16",360,224,62.22,"217,62",60.45,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7861.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7861.csv,301-400
36_01_7862,78 FASSETT ST.,"4,16",360,137,38.06,170,47.22,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7862.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7862.csv,301-400
36_01_7863,78 FASSETT ST.,"4,16",360,147,40.83,"197,93",54.98,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7863.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7863.csv,301-400
36_01_7864,78 FASSETT ST.,"4,16",359,"241,33",67.22,"247,22",68.86,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7864.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7864.csv,301-400
36_01_7865,78 FASSETT ST.,"4,16",359,"364,67",101.58,"219,86",61.24,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7865.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7865.csv,301-400
36_01_7866,78 FASSETT ST.,"4,16",360,300,83.33,"233,05",64.74,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7866.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7866.csv,301-400
36_01_7867,78 FASSETT ST.,"4,16",360,"233,67",64.91,"253,33",70.37,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7867.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7867.csv,301-400
36_01_7868,78 FASSETT ST.,"4,16",360,"306,33",85.09,"335,33",93.15,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7868.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7868.csv,301-400
36_01_7961,79 RIDGE ST.,"4,16",360,"230,33",63.98,"230,9",64.14,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7961.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7961.csv,301-400
36_01_7962,79 RIDGE ST.,"4,16",360,"183,33",50.93,"189,83",52.73,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7962.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7962.csv,301-400
36_01_7963,79 RIDGE ST.,"4,16",360,"129,67",36.02,"132,07",36.69,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7963.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7963.csv,301-400
36_01_7966,79 RIDGE ST.,"4,16",360,167,46.39,"178,32",49.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7966.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7966.csv,301-400
36_01_7968,79 RIDGE ST.,"4,16",360,163,45.28,"215,54",59.87,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_7968.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_7968.csv,301-400
36_01_99551,NEW FRANKHAUSER  STATION,"13,2",460,"271,67",59.06,"322,123",70.03,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_99551.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_99551.csv,401-500
36_01_99552,NEW FRANKHAUSER  STATION,"13,2",460,"147,67",32.1,"149,003",32.39,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_99552.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_99552.csv,401-500
36_01_99553,NEW FRANKHAUSER  STATION,"13,2",460,72,15.65,"67,863",14.75,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_99553.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_99553.csv,401-500
36_01_99554,NEW FRANKHAUSER  STATION,"13,2",460,188,40.87,"165,71",36.02,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_99554.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_99554.csv,401-500
36_01_99555,NEW FRANKHAUSER  STATION,"13,2",460,132,28.7,"119,23",25.92,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_99555.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_99555.csv,401-500
36_01_99556,NEW FRANKHAUSER  STATION,"13,2",460,"117,33",25.51,"112,72",24.5,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_99556.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_99556.csv,401-500
36_01_99557,NEW FRANKHAUSER  STATION,"13,2",460,300,65.22,"318,59",69.26,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_01_99557.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_01_99557.csv,401-500
36_03_10551,105 SWANN RD,"13,2",362,283,78.18,"295,657",81.67,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_10551.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_10551.csv,301-400
36_03_10552,105 SWANN RD,"13,2",359,243,67.69,"253,497",70.61,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_10552.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_10552.csv,301-400
36_03_10557,105 SWANN RD,"13,2",362,"258,67",71.46,"277,63",76.69,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_10557.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_10557.csv,301-400
36_03_10558,105 SWANN RD,"13,2",362,"261,67",72.28,"257,193",71.05,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_10558.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_10558.csv,301-400
36_03_17061,170 NEWFANE,"4,8",400,"177,67",44.42,"172,667",43.17,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_17061.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_17061.csv,301-400
36_03_17063,170 NEWFANE,"4,8",400,"194,67",48.67,"322,333",80.58,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_17063.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_17063.csv,301-400
36_03_17064,170 NEWFANE,"4,8",400,"152,33",38.08,"173,333",43.33,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_17064.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_17064.csv,301-400
36_03_17161,171 BURT,"4,8",320,"182,33",56.98,"182,317",56.97,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_17161.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_17161.csv,301-400
36_03_17163,171 BURT,"4,8",320,"294,67",92.08,"293,473",91.71,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_17163.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_17163.csv,301-400
36_03_17164,171 BURT,"4,8",300,"170,33",56.78,149,49.67,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_17164.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_17164.csv,201-300
36_03_20951,209 LONG ROAD,"13,2",406,199,49.01,"189,67",46.72,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_20951.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_20951.csv,401-500
36_03_20952,209 LONG ROAD,"13,2",376,177,47.07,"202,903",53.96,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_20952.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_20952.csv,301-400
36_03_20953,209 LONG ROAD,"13,2",376,"159,67",42.47,"223,187",59.36,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_20953.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_20953.csv,301-400
36_03_20954,209 LONG ROAD,"13,2",422,276,65.4,"279,537",66.24,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_20954.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_20954.csv,401-500
36_03_21050,210 MILITARY RD,"13,2",395,"165,33",41.86,"200,667",50.8,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21050.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21050.csv,301-400
36_03_21051,210 MILITARY RD,"13,2",395,"170,67",43.21,"196,667",49.79,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21051.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21051.csv,301-400
36_03_21052,210 MILITARY RD,"13,2",320,"180,67",56.46,204,63.75,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21052.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21052.csv,301-400
36_03_21053,210 MILITARY RD,"13,2",395,"247,67",62.7,"310,667",78.65,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21053.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21053.csv,301-400
36_03_21054,210 MILITARY RD,"13,2",359,"126,67",35.28,"136,29",37.96,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21054.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21054.csv,301-400
36_03_21055,210 MILITARY RD,"13,2",359,"218,33",60.82,"226,767",63.17,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21055.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21055.csv,301-400
36_03_21551,BUFF AVE STA,"13,2",359,"13,33",3.71,13,3.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21551.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21551.csv,301-400
36_03_21552,BUFF AVE STA,"13,2",461,121,26.25,"130,33",28.27,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21552.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21552.csv,401-500
36_03_21553,BUFF AVE STA,"13,2",461,"118,67",25.74,"105,147",22.81,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21553.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21553.csv,401-500
36_03_21554,BUFF AVE STA,"13,2",461,"9,67",2.1,70,15.18,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21554.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21554.csv,401-500
36_03_21555,BUFF AVE STA,"13,2",347,"215,33",62.05,"227,59",65.59,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21555.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21555.csv,301-400
36_03_21556,BUFF AVE STA,"13,2",385,"105,67",27.45,"112,15",29.13,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21556.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21556.csv,301-400
36_03_21650,216 LOCKPORT RD,"13,2",321,"147,67",46,"146,937",45.77,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21650.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21650.csv,301-400
36_03_21651,216 LOCKPORT RD,"13,2",321,"170,33",53.06,"183,17",57.06,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21651.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21651.csv,301-400
36_03_21652,216 LOCKPORT RD,"13,2",321,"261,33",81.41,"265,377",82.67,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21652.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21652.csv,301-400
36_03_21653,216 LOCKPORT RD,"13,2",321,268,83.49,"241,643",75.28,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21653.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21653.csv,301-400
36_03_21751,217 WALMORE,"13,2",411,"269,33",65.53,"331,34",80.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21751.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21751.csv,401-500
36_03_21752,217 WALMORE,"13,2",411,"51,67",12.57,"49,197",11.97,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21752.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21752.csv,401-500
36_03_21753,217 WALMORE,"13,2",359,175,48.75,"225,737",62.88,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21753.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21753.csv,301-400
36_03_21754,217 WALMORE,"13,2",411,295,71.78,"288,913",70.3,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_21754.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_21754.csv,401-500
36_03_23251,232 OAKWOOD,"13,2",352,"228,33",64.87,"209,973",59.65,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_23251.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_23251.csv,301-400
36_03_23252,232 OAKWOOD,"13,2",322,"288,67",89.65,"297,343",92.34,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_23252.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_23252.csv,301-400
36_03_23253,232 OAKWOOD,"13,2",352,"196,33",55.78,"166,263",47.23,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_23253.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_23253.csv,301-400
36_03_23255,232 OAKWOOD,"13,2",365,"200,33",54.88,"197,037",53.98,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_23255.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_23255.csv,301-400
36_03_23256,232 OAKWOOD,"13,2",335,"226,67",67.66,"248,523",74.19,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_23256.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_23256.csv,301-400
36_03_23257,232 OAKWOOD,"13,2",365,"96,67",26.48,"97,33",26.67,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_23257.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_23257.csv,301-400
36_03_6451,64 STATION 64,"13,2",515,332,64.47,"346,743",67.33,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_6451.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_6451.csv,500+
36_03_6452,64 STATION 64,"13,2",286,"198,67",69.47,"206,973",72.37,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_6452.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_6452.csv,201-300
36_03_6453,64 STATION 64,"13,2",393,"233,67",59.46,"237,79",60.51,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_6453.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_6453.csv,301-400
36_03_6454,64 STATION 64,"13,2",359,"162,67",45.31,"168,42",46.91,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_6454.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_6454.csv,301-400
36_03_6457,64 STATION 64,"13,2",379,"190,67",50.31,"208,85",55.11,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_6457.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_6457.csv,301-400
36_03_6458,64 STATION 64,"13,2",222,"73,33",33.03,"72,57",32.69,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_6458.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_6458.csv,201-300
36_03_7161,71 S. NEWFANE,"4,8",510,128,25.1,"130,227",25.53,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_7161.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_7161.csv,500+
36_03_7162,71 S. NEWFANE,"4,8",510,"356,67",69.94,"356,667",69.93,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_7162.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_7162.csv,500+
36_03_7651,76 SHAWNEE,"13,2",440,80,18.18,"86,033",19.55,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_7651.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_7651.csv,401-500
36_03_7652,76 SHAWNEE,"13,2",484,"320,67",66.25,"320,01",66.12,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_7652.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_7652.csv,401-500
36_03_7654,76 SHAWNEE,"13,2",484,"85,67",17.7,"80,823",16.7,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_7654.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_7654.csv,401-500
36_03_7655,76 SHAWNEE,"13,2",383,"231,67",60.49,"221,783",57.91,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_7655.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_7655.csv,301-400
36_03_7656,76 SHAWNEE,"13,2",514,"227,67",44.29,"165,073",32.12,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_7656.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_7656.csv,500+
36_03_8061,80 EIGHTH STREET,"4,16",315,"122,67",38.94,"135,333",42.96,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8061.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8061.csv,301-400
36_03_8065,80 EIGHTH STREET,"4,16",315,156,49.52,"125,333",39.79,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8065.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8065.csv,301-400
36_03_8068,80 EIGHTH STREET,"4,16",285,"228,33",80.12,"207,333",72.75,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8068.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8068.csv,201-300
36_03_8162,81 BEECH AVE,"4,16",373,"193,33",51.83,30,8.04,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8162.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8162.csv,301-400
36_03_8163,81 BEECH AVE,"4,16",350,"51,67",14.76,30,8.57,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8163.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8163.csv,301-400
36_03_8164,81 BEECH AVE,"4,16",284,"273,33",96.24,300,105.63,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8164.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8164.csv,201-300
36_03_8165,81 BEECH AVE,"4,16",347,"216,67",62.44,200,57.64,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8165.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8165.csv,301-400
36_03_8166,81 BEECH AVE,"4,16",332,"116,67",35.14,150,45.18,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8166.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8166.csv,301-400
36_03_8167,81 BEECH AVE,"4,16",279,100,35.84,100,35.84,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8167.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8167.csv,201-300
36_03_8168,81 BEECH AVE,"4,16",362,"296,67",81.95,100,27.62,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8168.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8168.csv,301-400
36_03_8267,82 11TH ST,"4,16",296,100,33.78,100,33.78,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8267.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8267.csv,201-300
36_03_8268,82 11TH ST,"4,16",275,"168,33",61.21,"168,333",61.21,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8268.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8268.csv,201-300
36_03_8270,82 11TH ST,"4,16",243,"93,33",38.41,197,81.07,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8270.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8270.csv,201-300
36_03_8272,82 11TH ST,"4,16",266,100,37.59,"121,333",45.61,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8272.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8272.csv,201-300
36_03_8274,82 11TH ST,"4,16",254,"113,33",44.62,"3,667",1.44,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8274.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8274.csv,201-300
36_03_8275,82 11TH ST,"4,16",245,"86,67",35.38,"98,667",40.27,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8275.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8275.csv,201-300
36_03_8276,82 11TH ST,"4,16",269,50,18.59,"25,67",9.54,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8276.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8276.csv,201-300
36_03_8362,83 WELCH AVE,"4,16",330,"13,33",4.04,"18,67",5.66,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8362.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8362.csv,301-400
36_03_8363,83 WELCH AVE,"4,16",330,"223,67",67.78,"233,67",70.81,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8363.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8363.csv,301-400
36_03_8364,83 WELCH AVE,"4,16",330,"206,67",62.63,0,0,https://systemdataportal.nationalgrid.com/NY/documents/historicalloadcurve//36_03_8364.xlsx,https://systemdataportal.nationalgrid.com/NY/documents/forecastloadcurve/36_03_8364.csv,301-400
